outputted sensor positions
length24: 66.00250600783802 43.80635573365854 28.10861581306392 31.367866034052334 28.095099025020016 45.63039083721342 42.506997343181006 27.106106989091412 
length24: 66.00250600783802 43.80635573365854 28.10861581306392 31.367866034052334 28.095099025020016 45.63039083721342 42.506997343181006 27.106106989091412 
length20: 66.00251486053955 43.997485139460444 28.10859625057156 31.367855509830818 29.33081847279378 44.545724737082764 43.997485139460444 29.099451303155004 
length20: 66.00251486053955 43.997485139460444 28.10859625057156 31.367855509830818 29.33081847279378 44.545724737082764 43.997485139460444 29.099451303155004 
length16: 65.95817050429731 44.26943444916806 31.466038821562762 29.439722063405878 32.14400349431 39.212832999897245 46.038231641480294 31.17512516984545 
length16: 65.95817050429731 44.26943444916806 31.466038821562762 29.439722063405878 32.14400349431 39.212832999897245 46.038231641480294 31.17512516984545 
length10: 18.330818472793784 32.997485139460444 21.99748513946045 66.00251486053955 30.494360615759792 45.63046791647615 42.507011126352694 32.999161713153484 
length10: 18.330818472793784 32.997485139460444 21.99748513946045 66.00251486053955 30.494360615759792 45.63046791647615 42.507011126352694 32.999161713153484 
length4: 21.99748513946045 66.00251486053955 28.10859625057156 31.367855509830818 32.454275262917236 48.89140374942844 45.62711476909008 48.95176040237769 
length4: 21.99748513946045 66.00251486053955 28.10859625057156 31.367855509830818 32.454275262917236 48.89140374942844 45.62711476909008 48.95176040237769 
